MASTER PATH,DISH CALL,SLING CALL,MULTICAST,PORT,SSM1,SSM2,BUNDLE NAME,In Use,Sentry Number,Audio_1,Audio_2,Primary Port,Backup Port
SATT7K,NA,SAT7K,232.23.13.13,3101,172.31.1.22,172.31.2.22,NEXTOLOGIES,Yes,Sentry 4,0,,Port 113,Port 1113
SAUDIQ,SAUDIQ,SAUDIQ,232.23.13.157,3101,172.31.1.21,172.31.2.21,NEXTOLOGIES,Yes,Sentry 4,0,,Port 114,Port 1114
SAUDIS,SAUDIS,SAUDIS,232.70.1.35,3101,172.31.27.71,172.31.28.71,MX1,Yes,Sentry 4,0,,Port 115,Port 1115
SBC,NA,SBC,232.23.13.49,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 116,Port 1116
OLD_SCC,STARC,OLD_SCC,232.20.96.51,3101,172.31.1.21,172.31.2.21,DBS,No,Sentry 4,0,,Port 117,Port 1117
SECH,SEC,SECH,232.70.2.15,1234,172.31.27.21,172.31.28.21,ESPN,Yes,Sentry 4,0,,Port 118,Port 1118
SETHHD,SET,SETHHD,232.20.6.215,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 119,Port 1119
SETINTL,SETI,SETINTL,232.20.97.202,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 120,Port 1120
SETMX,SETMX,SETMX,232.20.214.45,3101,172.31.1.24,172.31.2.24,Che VYVX,Yes,Sentry 4,0,,Port 121,Port 1121
SGBA,SGBA,SGBA,232.20.96.21,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 122,Port 1122
SHARNW,NA,SHARNW,232.23.13.53,3101,172.31.1.24,172.31.2.24,Gilbert IRD,Yes,Sentry 4,0,,Port 123,Port 1123
OLD_SHO2,SHOTO,OLD_SHO2,232.168.50.131,3101,172.31.1.31,172.31.2.31,Gilbert IRD,No,Sentry 4,0,,Port 124,Port 1124
OLD_SHOCSE,SHOCS,OLD_SHOCSE,232.168.50.132,3101,172.31.1.31,172.31.2.31,Gilbert IRD,No,Sentry 4,0,,Port 125,Port 1125
SHOFAMHD,NA,SHOFAMHD,232.168.50.112,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 126,Port 1126
SHOND,NA,SHOND,232.168.50.85,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 127,Port 1127
SHOW,SHO-E,SHOW,232.168.50.130,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 128,Port 1128
SHOWBHD,NA,SHOWBHD,232.168.50.81,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 129,Port 1129
SHOWD,NA,SHOWD,232.168.50.86,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 130,Port 1130
SHOWXHD,SHOWXHD,SHOWXHD,232.168.50.80,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 131,Port 1131
SHUBH,NA,SHUBH,232.70.5.73,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 4,0,,Port 132,Port 1132
OLD_SIKH,OLD_SIKH,OLD_SIKH,232.70.5.10,1234,172.31.27.23,172.31.28.23,NOBUNDLE,No,Sentry 4,0,,Port 133,Port 1133
SKYLINK,SKLNK,SKYLINK,232.20.97.201,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 134,Port 1134
SKYLNK2,SLNK2,SKYLNK2,232.20.97.200,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 135,Port 1135
SKYNA,NA,SKYNA,232.23.13.31,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 136,Port 1136
SNEHATV,NA,SNEHATV,232.23.13.17,3101,172.31.1.22,172.31.2.22,NEXTOLOGIES,Yes,Sentry 4,0,,Port 137,Port 1137
SNSKR,SNSKR,SNSKR,232.20.214.17,3101,172.31.1.24,172.31.2.24,Che BT Tower,Yes,Sentry 4,0,,Port 138,Port 1138
SOHAM,NA,SOHAM,232.70.5.46,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 4,0,,Port 139,Port 1139
SONYM,SONYM,SONYM,232.20.96.76,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 140,Port 1140
SPIKETV,SPIKETV,SPIKETV,232.168.50.99,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 141,Port 1141
OLD_SPLUS,OLD_STAR+,OLD_SPLUS,232.20.6.216,3101,172.31.1.21,172.31.2.21,DBS,No,Sentry 4,0,,Port 142,Port 1142
OLD_SPMNHD,OLD_SPMAN,OLD_SPMNHD,232.23.36.81,3101,172.31.1.22,172.31.2.22,DBS,No,Sentry 4,0,,Port 143,Port 1143
SPORTP,SPRT+,SPORTP,232.20.97.140,3101,172.31.1.24,172.31.2.24,MX1,Yes,Sentry 4,0,,Port 144,Port 1144
SPTMANHD,NA,SPTMANHD,232.168.50.127,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 4,0,,Port 145,Port 1145
SRPPLTV,SIRIP,SRPPLTV,232.20.96.67,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 146,Port 1146
SSRASH,SAMAY,SSRASH,232.20.214.40,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 4,0,,Port 147,Port 1147
STARZ,STARZ,STARZ,232.168.50.135,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 148,Port 1148
STARZP,NA,STARZP,232.168.50.140,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 149,Port 1149
STO38,STO38,STO38,232.23.34.38,3101,172.31.1.22,172.31.2.22,Gilbert MCR,Yes,Sentry 4,0,,Port 150,Port 1150
STOHD,STO,STOHD,232.23.38.98,3101,172.31.1.23,172.31.2.23,DBS,Yes,Sentry 4,0,,Port 151,Port 1151
STZC,NA,STZC,232.168.50.138,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 152,Port 1152
STZE,NA,STZE,232.168.50.137,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 153,Port 1153
STZK,NA,STZK,232.168.50.136,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 154,Port 1154
OLD_SUDDI,NA,OLD_SUDDI,232.70.5.75,1234,172.31.27.23,172.31.28.23,NOBUNDLE,No,Sentry 4,0,,Port 155,Port 1155
SUN39,SUN39,SUN39,232.23.34.39,3101,172.31.1.22,172.31.2.22,Gilbert MCR,Yes,Sentry 4,0,,Port 156,Port 1156
SUN40,SUN40,SUN40,232.23.34.40,3101,172.31.1.22,172.31.2.22,Gilbert MCR,Yes,Sentry 4,0,,Port 157,Port 1157
SUNHD,SUN,SUNHD,232.23.39.186,3101,172.31.1.23,172.31.2.23,DBS,Yes,Sentry 4,0,,Port 158,Port 1158
SUNMTV,SUNM,SUNMTV,232.20.95.77,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 159,Port 1159
SUNSTR,SUND,SUNSTR,232.70.2.74,1234,172.31.27.23,172.31.28.23,AMC_,Yes,Sentry 4,0,,Port 160,Port 1160
SUNTV,SUNTV,SUNTV,232.20.97.118,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 161,Port 1161
SUPCA,SUPCA,SUPCA,232.168.50.119,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 162,Port 1162
SUPERNE,SUPERNE,SUPERNE,232.70.5.2,1234,172.31.27.23,172.31.28.23,CONDISTA,Yes,Sentry 4,0,,Port 163,Port 1163
SUR,NA,SUR,232.168.50.94,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 4,0,,Port 164,Port 1164
SURYA,SURYA,SURYA,232.20.96.53,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 4,0,,Port 165,Port 1165
SVBC,SVBC,SVBC,232.23.13.18,3101,172.31.1.22,172.31.2.22,NEXTOLOGIES,Yes,Sentry 4,0,,Port 166,Port 1166
LUBEL,LUBEL,LUBEL,232.23.13.138,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 167,Port 1167
SPORTO,SPORTO,SPORTO,232.23.13.143,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 168,Port 1168
TOTV,TOTV,TOTV,232.23.13.145,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 169,Port 1169
STARST,STARST,STARST,232.23.13.144,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 170,Port 1170
REDCH,REDCH,REDCH,232.23.13.142,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 171,Port 1171
TWOJA,TWOJA,TWOJA,232.23.13.146,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 172,Port 1172
ITVS,ITVS,ITVS,232.23.13.136,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 173,Port 1173
CH13,CH13,CH13,232.23.13.132,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 174,Port 1174
HOPEC,HOPEC,HOPEC,232.23.13.135,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 175,Port 1175
LOVETV,LOVETV,LOVETV,232.23.13.137,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 176,Port 1176
TOPKID,TOPKID,TOPKID,232.23.13.147,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 177,Port 1177
NUTATV,NUTATV,NUTATV,232.23.13.140,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 178,Port 1178
POWER,POWER,POWER,232.23.13.141,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 179,Port 1179
ALARAB,ALARAB,ALARAB,232.23.13.133,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 180,Port 1180
DESICH,DESICH,DESICH,232.23.13.148,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 181,Port 1181
SANJH,SANJH,SANJH,232.23.13.151,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 182,Port 1182
ONLYM,ONLYM,ONLYM,232.23.13.150,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 183,Port 1183
NEWSO,NEWSO,NEWSO,232.23.13.139,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 184,Port 1184
FATEH,FATEH,FATEH,232.23.13.149,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 4,0,,Port 185,Port 1185
IPTTV,IPTTV,IPTTV,232.23.131.16,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 4,0,,Port 186,Port 1186
OLD_SVJAY,OLD_VIJAY,OLD_SVJAY,232.20.94.130,3101,172.31.1.21,172.31.2.21,DBS,No,Sentry 5,0,,Port 0,Port 1000
SYFYHD,SYFY,SYFYHD,232.70.2.104,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,0,,Port 1,Port 1001
SZTV,SZTV,SZTV,232.20.96.41,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 2,Port 1002
TARAB,TARAB,TARAB,232.20.97.130,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 3,Port 1003
TARANG,NA,TARANG,232.70.5.53,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 4,Port 1004
TARANGM,NA,TARANGM,232.70.5.55,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 5,Port 1005
TBSHD,TBS,TBSHD,232.168.50.40,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 6,Port 1006
TCMHD,TCM,TCMHD,232.168.50.41,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 7,Port 1007
TELEFEHD,NA,TELEFEHD,232.168.50.77,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 8,Port 1008
OLD_TELEROM,OLD_TELEROM,OLD_TELEROM,232.70.4.2,1234,172.31.27.23,172.31.28.23,LTN,No,Sentry 5,0,,Port 9,Port 1009
TELEUNI,NA,TELEUNI,232.168.50.71,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 10,Port 1010
OLD_TELIB,OLD_TELIB,OLD_TELIB,232.70.1.28,3101,172.31.27.71,172.31.28.71,ZIXI,No,Sentry 5,0,,Port 11,Port 1011
OLD_TELUG,OLD_ETVTE,OLD_TELUG,232.20.94.142,3101,172.31.1.21,172.31.2.21,DBS,No,Sentry 5,0,,Port 12,Port 1012
TENEGYP,10EGY,TENEGYP,232.23.13.57,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 5,0,,Port 13,Port 1013
TFORM,TFORM,TFORM,232.23.36.84,3101,172.31.1.22,172.31.2.22,DBS,Yes,Sentry 5,0,,Port 14,Port 1014
OLD_THITUS,OLD_TLHIT,OLD_THITUS,232.23.37.207,3101,172.31.1.22,172.31.2.22,DBS,No,Sentry 5,0,,Port 15,Port 1015
TIMES,TIMES,TIMES,232.20.214.15,3101,172.31.1.24,172.31.2.24,Che BT Tower,Yes,Sentry 5,0,,Port 16,Port 1016
TIVI5,TIVI5,TIVI5,232.70.5.63,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 17,Port 1017
TMICRO,TMICRO,TMICRO,232.168.50.17,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 18,Port 1018
TNCKHD,TNCK,TNCKHD,232.168.50.50,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 19,Port 1019
TNTHD,TNT,TNTHD,232.168.50.37,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 20,Port 1020
TODO,NA,TODO,232.168.50.142,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 21,Port 1021
TOONHD,TOON,TOONHD,232.168.50.38,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 22,Port 1022
TOTALTV,NA,TOTALTV,232.70.5.40,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 23,Port 1023
OLD_TOYBB,NA,OLD_TOYBB,239.23.13.57,3100,172.31.1.24,172.31.2.24,NEXTOLOGIES,No,Sentry 5,0,,Port 24,Port 1024
TRACEE,TRACE,TRACEE,232.20.98.138,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 25,Port 1025
TRAVHD,TRV,TRAVHD,232.168.50.3,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 26,Port 1026
TRCSPSI,TRSPO,TRCSPSI,232.20.97.179,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 27,Port 1027
TRECE,NA,TRECE,232.168.50.141,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 28,Port 1028
TRIT,NA,TRIT,232.168.50.74,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 29,Port 1029
TRUTVHD,TRU,TRUTVHD,232.168.50.42,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 30,Port 1030
TTV,TTV,TTV,232.20.97.197,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 31,Port 1031
TUNES6S,NA,TUNES6S,232.70.5.58,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 32,Port 1032
TUNIS1,NA,TUNIS1,232.23.13.6,3101,172.31.1.22,172.31.2.22,NEXTOLOGIES,Yes,Sentry 5,0,,Port 33,Port 1033
TUNIS2,TUNIS2,TUNIS2,232.70.1.65,3101,172.31.27.71,172.31.28.71,MX1,Yes,Sentry 5,0,,Port 34,Port 1034
TV2000,TV2KI,TV2000,232.20.97.80,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 35,Port 1035
TV5MINF,NA,TV5MINF,232.70.5.62,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 36,Port 1036
TV5MND,NA,TV5MND,232.20.5.144,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 37,Port 1037
TV5MSTY,NA,TV5MSTY,232.70.5.61,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 38,Port 1038
TV5NW,TV5NW,TV5NW,232.20.97.142,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 39,Port 1039
TV9,TV9,TV9,232.20.214.39,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 40,Port 1040
OLD_TV9TE,OLD_TV9TE,OLD_TV9TE,232.20.97.114,3101,172.31.1.21,172.31.2.21,NOBUNDLE,No,Sentry 5,0,,Port 41,Port 1041
TVATEL,NA,TVATEL,232.70.5.69,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 42,Port 1042
TVB1,TVB1,TVB1,232.20.98.166,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 43,Port 1043
TVB2,TVB2,TVB2,232.20.98.168,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 44,Port 1044
TVB8,TVB8,TVB8,232.20.94.13,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 45,Port 1045
TVBDRA,TVBD,TVBDRA,232.20.98.176,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 46,Port 1046
TVBE,TVBE,TVBE,232.20.98.175,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 47,Port 1047
TVBHD,TVBHD,TVBHD,232.20.6.205,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 48,Port 1048
TVBOL,NA,TVBOL,232.70.5.3,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 49,Port 1049
TVBS,TVBS,TVBS,232.20.94.80,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 50,Port 1050
OLD_TVBV,NA,OLD_TVBV,232.168.50.88,3101,172.31.1.21,172.31.2.21,VYVX,No,Sentry 5,0,,Port 51,Port 1051
TVEA2,TVEI,TVEA2,232.23.37.196,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 52,Port 1052
TVLNDHD,TVLNDHD,TVLNDHD,232.168.50.51,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 53,Port 1053
TVN24,TVN24,TVN24,232.70.6.172 ,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,0,,Port 54,Port 1054
TVONEGL,TVONE,TVONEGL,232.20.214.38,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 55,Port 1055
TVPEARL,TVBP,TVPEARL,232.20.98.148,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 56,Port 1056
TVQUIS,TVQUIS,TVQUIS,232.70.5.14,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 57,Port 1057
TVREPPL,NA,TVREPPL,232.23.13.48,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 5,0,,Port 58,Port 1058
TVVEN,NA,TVVEN,232.168.50.93,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 59,Port 1059
TYCHD,TYCHD,TYCHD,232.168.50.7,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 60,Port 1060
UBN,UBN,UBN,232.20.97.178,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 61,Port 1061
UDAYA,UDAYA,UDAYA,232.20.96.169,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 62,Port 1062
UNIHD,UNVSN,UNIHD,232.23.41.165,3101,172.31.1.22,172.31.2.22,DBS,Yes,Sentry 5,0,,Port 63,Port 1063
UNVSOHD,UNVSO,UNVSOHD,232.70.2.108,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,0,,Port 64,Port 1064
USAHD,USA,USAHD,232.70.2.103,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,0,,Port 65,Port 1065
VAANI,NA,VAANI,232.70.5.71,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 66,Port 1066
VH1,VH1,VH1,232.168.50.100,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 67,Port 1067
OLD_VIBRANT,NA,OLD_VIBRANT,232.70.5.81,1234,172.31.27.23,172.31.28.23,ZIXI,No,Sentry 5,0,,Port 68,Port 1068
VICEHD,VICE,VICEHD,232.70.3.4,1234,172.31.27.21,172.31.28.21,AandE,Yes,Sentry 5,0,,Port 69,Port 1069
VKIDS,NA,VKIDS,232.168.50.82,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 70,Port 1070
VROLA,NA,VROLA,232.168.50.87,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 71,Port 1071
WAGADT,WAGA,WAGADT,232.31.9.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 72,Port 1072
WAMI,WAMI,WAMI,232.31.125.11,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 73,Port 1073
OLD_WBKODT,OLD_WBKOD,OLD_WBKODT,232.31.25.9,3101,172.31.1.22,172.31.2.22,NOBUNDLE,No,Sentry 5,0,N/A,Port 74,Port 1074
WBTS,NA,WBTS,232.70.2.161,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3 2:AAC,eng",Port 75,Port 1075
WCAUDT,WCAU,WCAUDT,232.70.2.154,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3 2:AAC,eng",Port 76,Port 1076
WETVSTR,WE,WETVSTR,232.70.2.72,1234,172.31.27.23,172.31.28.23,AMC_,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,1.0",Port 77,Port 1077
WFDC,WFDC,WFDC,232.31.203.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 78,Port 1078
WFLDDT,WFLD,WFLDDT,232.31.224.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 79,Port 1079
WFNUSHD,WFN,WFNUSHD,232.168.50.83,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,AC3,"1:AC3 2:Audio, 2.0",Port 80,Port 1080
WFTT,WFTT,WFTT,232.31.190.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 81,Port 1081
WFUTDT,WFUTDT,WFUTDT,232.31.136.7,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 82,Port 1082
WGBO,WGBO,WGBO,232.31.224.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 83,Port 1083
WILXTRA,NA,WILXTRA,232.70.5.145,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,1 audio pid,Port 84,Port 1084
OLD_WILXTRA-IPL,OLD_WILXTRA-IPL,OLD_WILXTRA-IPL,232.0.0.1,1234,172.31.27.23,172.31.28.23,NOBUNDLE,No,Sentry 5,0,N/A,Port 85,Port 1085
WJBKDT,WJBK,WJBKDT,232.31.55.24,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 86,Port 1086
WJZYDT,WJZY,WJZYDT,232.31.34.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 87,Port 1087
WLII,WLII,WLII,232.31.174.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1: AC3 ,Port 88,Port 1088
WLLOHD,WLLOW,WLLOHD,232.70.5.146,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,1:AAC 2.0,Port 89,Port 1089
OLD_WLLOHD-IPL,OLD_WLLOHD-IPL,OLD_WLLOHD-IPL,232.0.0.2,1234,172.31.27.23,172.31.28.23,NOBUNDLE,No,Sentry 5,0,N/A,Port 90,Port 1090
WLTV,WLTV,WLTV,232.31.125.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 91,Port 1091
WLZEDT,WLZE,WLZEDT,232.31.68.30,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,0,"1: Audio 2.0, eng",Port 92,Port 1092
WMAQDT,WMAQ,WMAQDT,232.70.2.157,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 93,Port 1093
WNBCDT,WNBC,WNBCDT,232.70.2.151,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 94,Port 1094
WNYWDT,WNYW,WNYWDT,232.31.136.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 95,Port 1095
WOFLDT,WOFL,WOFLDT,232.31.143.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 96,Port 1096
WOGXDT,WOGX,WOGXDT,232.31.72.13,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3,Port 97,Port 1097
WOTF,WOTF,WOTF,232.31.143.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 98,Port 1098
WQHS,WQHS,WQHS,232.31.42.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 99,Port 1099
WRCDT,WRC,WRCDT,232.70.2.155,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 100,Port 1100
OLD_WRGTDT,OLD_WRGT,OLD_WRGTDT,232.31.52.4,3101,172.31.1.24,172.31.2.24,NOBUNDLE,No,Sentry 5,0,N/A,Port 101,Port 1101
